budget,revenue,original_title,tmdb_votes,tmdb_rating,release_year,imdb_rating,imdb_votes,genres,runtime,rating_combined,budget_adj_2024,revenue_adj_2024,roi,profit_margin,on_netflix,on_hulu,on_disney,on_amazon,on_streaming,streaming_platforms
21000000.0,,Robot Overlords,63,4.9,2015,4.6,7876.0,"('Adventure', 'Science Fiction', 'Action')",90.0,4.75,27795790.75,,,,False,False,False,False,False,0
,,The Man with the Iron Fists 2,43,4.7,2015,,,"('Action',)",90.0,,,,,,False,False,False,False,False,0
,,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,17,6.8,2015,,,"('Adventure', 'Animation', 'Family', 'Action')",67.0,,,,,,False,False,False,False,False,0
,,Crown for Christmas,10,7.6,2015,,,"('TV Movie',)",84.0,,,,,,False,False,False,False,False,0
,,Spare Parts,38,6.6,2015,7.2,12320.0,"('History', 'Drama', 'Family', 'Biography', 'Action')",83.0,6.9,,,,,False,False,False,False,False,0
,,The World Made Straight,13,5.8,2015,5.5,2132.0,"('Drama',)",119.0,5.65,,,,,False,False,False,False,False,0
,,Last Shift,77,5.6,2015,5.8,26957.0,"('Horror', 'Thriller', 'Mystery')",88.0,5.699999999999999,,,,,False,False,False,True,True,1
,,Frankenstein,14,4.5,2015,5.1,3255.0,"('Science Fiction', 'Horror', 'Thriller')",89.0,4.8,,,,,False,False,False,False,False,0
,,Cartel Land,112,7.5,2015,7.3,19098.0,"('Drama', 'Documentary')",100.0,7.4,,,,,False,True,False,False,True,1
20000000.0,,Superfast!,60,4.4,2015,4.2,11716.0,"('Comedy', 'Action', 'Crime')",99.0,4.300000000000001,26472181.67,,,,False,False,False,False,False,0
,,Moonwalkers,53,6.0,2015,6.1,10269.0,"('Comedy', 'Action')",107.0,6.05,,,,,True,False,False,True,True,2
,,Chi-Raq,33,5.9,2015,5.9,11202.0,"('Drama', 'Comedy', 'Music', 'Crime')",127.0,5.9,,,,,False,False,False,False,False,0
5300000.0,,Bad Asses on the Bayou,24,5.8,2015,,,"('Comedy', 'Action')",85.0,,7015128.14,,,,False,False,False,True,True,1
,13603453.0,Strange Magic,68,6.1,2015,5.8,13379.0,"('Music', 'Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy')",99.0,5.949999999999999,,18005653.96,,,False,False,True,False,True,1
9000000.0,21571189.0,Black or White,72,6.7,2015,6.7,14382.0,"('Drama',)",121.0,6.7,11912481.75,28551821.7,139.67987778869,58.277682330861566,False,False,False,False,False,0
,,Dead Rising,82,4.9,2015,5.2,9826.0,"('Science Fiction', 'Horror', 'Action')",118.0,5.050000000000001,,,,,False,False,False,False,False,0
,,Deathgasm,83,6.5,2015,6.3,20592.0,"('Comedy', 'Musical', 'Horror')",86.0,6.4,,,,,False,False,False,False,False,0
,,Justice League: Gods and Monsters,99,6.9,2015,,,"('Animation', 'Action', 'Fantasy')",76.0,,,,,,False,False,False,False,False,0
13000000.0,1646788.0,I Saw the Light,19,5.6,2015,5.8,8905.0,"('Drama', 'Biography', 'Music', 'Musical')",123.0,5.699999999999999,17206918.09,2179703.56,-87.33239997657243,-689.4155152914462,False,False,False,False,False,0
,316472.0,Good Kill,132,5.7,2015,6.4,25651.0,"('Drama', 'War', 'Action', 'Thriller')",104.0,6.050000000000001,,418885.21,,,False,False,False,False,False,0
,,Southbound,73,6.0,2015,5.9,22734.0,"('Science Fiction', 'Thriller', 'Horror', 'Fantasy')",89.0,5.95,,,,,False,True,False,False,True,1
,,Star Trek: Renegades,31,4.1,2015,,,"('Science Fiction', 'Action', 'Fantasy', 'Adventure')",88.0,,,,,,False,False,False,False,False,0
,,The Boy,22,6.1,2015,5.5,5909.0,"('Drama', 'Horror', 'Thriller')",110.0,5.8,,,,,False,False,False,True,True,1
,,Riley's First Date?,137,7.3,2015,,,"('Animation', 'Family')",5.0,,,,,,False,False,True,False,True,1
,3286448.0,The Program,107,5.9,2015,6.5,20338.0,"('Drama', 'Biography', 'Sport')",103.0,6.2,,4349972.43,,,False,False,False,False,False,0
,,Lila & Eve,78,5.2,2015,5.9,9392.0,"('Drama', 'Crime', 'Thriller')",94.0,5.550000000000001,,,,,True,False,False,False,True,1
,,The Final Girls,211,6.6,2015,6.5,56289.0,"('Comedy', 'Horror', 'Fantasy')",91.0,6.55,,,,,False,True,False,False,True,1
,,He Never Died,65,6.3,2015,6.3,23198.0,"('Drama', 'Horror', 'Thriller', 'Comedy', 'Fantasy')",99.0,6.3,,,,,True,False,False,False,True,1
,,A Very Murray Christmas,101,5.4,2015,,,"('Comedy', 'Music')",56.0,,,,,,True,False,False,False,True,1
,,Kill Your Friends,54,5.5,2015,6.0,10568.0,"('Comedy', 'Musical', 'Crime', 'Thriller')",100.0,5.75,,,,,False,False,False,False,False,0
,,Battle For SkyArk,18,3.5,2015,2.7,2133.0,"('Science Fiction', 'Family', 'Adventure', 'Action', 'Fantasy')",88.0,3.1,,,,,False,False,False,False,False,0
5000000.0,2333684.0,Jem and the Holograms,69,5.7,2015,4.2,8623.0,"('Music', 'Drama', 'Family', 'Adventure', 'Fantasy')",119.0,4.95,6618045.42,3088885.34,-53.32632002395656,-114.25351515313935,True,False,False,False,True,1
,,The Adderall Diaries,23,4.8,2015,5.1,6475.0,"('Drama', 'Crime', 'Thriller', 'Mystery', 'Action')",105.0,4.949999999999999,,,,,True,False,False,False,True,1
10000000.0,,Grizzly,35,5.0,2015,5.3,11348.0,"('Adventure', 'Horror', 'Action', 'Thriller')",94.0,5.15,13236090.83,,,,False,False,False,False,False,0
,,Where to Invade Next,67,7.2,2015,7.5,26371.0,"('Comedy', 'Documentary')",120.0,7.35,,,,,False,False,False,False,False,0
6000000.0,90777.0,Beasts of No Nation,306,7.5,2015,7.7,90323.0,"('Drama', 'War')",137.0,7.6,7941654.5,120153.26,-98.4870500221333,-6509.603850948365,True,False,False,False,True,1
,,A Christmas Horror Story,56,5.6,2015,5.8,13753.0,"('Horror', 'Fantasy', 'Mystery')",99.0,5.699999999999999,,,,,False,False,False,False,False,0
,,Sunset Song,19,7.1,2015,6.4,4227.0,"('Drama',)",135.0,6.75,,,,,False,False,False,False,False,0
,4505.0,Synchronicity,45,5.3,2015,5.4,11665.0,"('Romance', 'Drama', 'Science Fiction', 'Thriller', 'Mystery')",101.0,5.35,,5962.86,,,False,False,False,False,False,0
,,12 Gifts of Christmas,12,6.3,2015,,,"('TV Movie', 'Family')",84.0,,,,,,False,False,False,False,False,0
,,The Pack,15,5.5,2015,5.0,3650.0,"('Horror', 'Thriller')",90.0,5.25,,,,,False,False,False,False,False,0
3000000.0,3387000.0,Demonic,91,5.0,2015,5.3,17610.0,"('Horror', 'Thriller', 'Mystery')",83.0,5.15,3970827.25,4483063.97,12.900000119622423,11.426040837869191,True,False,False,False,True,1
,,The Girl in the Photographs,10,4.7,2015,4.5,4336.0,"('Horror', 'Crime', 'Thriller', 'Mystery')",95.0,4.6,,,,,False,False,False,False,False,0
,,The Legend of Barney Thomson,21,5.7,2015,6.3,6886.0,"('Drama', 'Comedy', 'Crime', 'Thriller')",96.0,6.0,,,,,False,False,False,False,False,0
1000000.0,,The Duke of Burgundy,58,5.8,2015,6.5,15131.0,"('Drama', 'Romance')",101.0,6.15,1323609.08,,,,False,False,False,False,False,0
,,88,20,4.4,2015,4.9,3717.0,"('Action', 'Thriller')",88.0,4.65,,,,,False,False,False,False,False,0
,,The Girl in the Book,23,6.2,2015,6.1,4815.0,"('Drama',)",86.0,6.15,,,,,False,False,False,True,True,1
,,Avengers Grimm,23,3.8,2015,,,"('Adventure', 'Action', 'Fantasy')",90.0,,,,,,False,False,False,False,False,0
447524.0,771317.0,The D Train,47,4.2,2015,,,"('Drama', 'Comedy')",101.0,,592346.83,1020922.19,72.3520981786971,41.979238398178026,True,False,False,False,True,1
,,The Lion Guard: Return of the Roar,48,5.9,2015,,,"('Animation', 'TV Movie', 'Family')",44.0,,,,,,False,False,False,False,False,0
,228136.0,A Royal Night Out,42,6.2,2015,6.5,11522.0,"('Drama', 'Comedy', 'Romance', 'Thriller')",97.0,6.35,,301962.88,,,False,False,False,True,True,1
,,Parallels,92,6.1,2015,,,"('Science Fiction', 'Action')",83.0,,,,,,False,False,False,False,False,0
,830129.0,Born to Be Blue,16,6.8,2015,6.8,9671.0,"('Drama', 'Biography', 'Music', 'Musical')",97.0,6.8,,1098766.28,,,False,False,False,False,False,0
1950000.0,,The Marine 4: Moving Target,35,5.7,2015,,,"('Action', 'Thriller')",90.0,,2581037.71,,,,False,False,False,False,False,0
,,Tales of Halloween,74,5.3,2015,5.5,15436.0,"('Comedy', 'Adventure', 'Horror', 'Fantasy')",90.0,5.4,,,,,False,False,False,False,False,0
1000000.0,,Blunt Force Trauma,23,4.4,2015,4.6,1995.0,"('Adventure', 'Action')",92.0,4.5,1323609.08,,,,False,False,False,False,False,0
,,Operator,16,5.4,2015,4.3,2391.0,"('Drama', 'Action', 'Thriller')",88.0,4.85,,,,,False,False,False,False,False,0
,,The Human Centipede 3 (Final Sequence),75,3.5,2015,2.7,22280.0,"('Comedy', 'Horror')",103.0,3.1,,,,,False,False,False,False,False,0
,49970.0,Spring,110,6.5,2015,6.7,33440.0,"('Drama', 'Romance', 'Horror', 'Science Fiction')",109.0,6.6,,66140.75,,,False,True,False,False,True,1
,,The Intruders,26,4.9,2015,4.6,3992.0,"('Drama', 'Horror', 'Thriller', 'Mystery')",92.0,4.75,,,,,False,False,False,False,False,0
,,We Are Still Here,91,5.5,2015,5.7,20935.0,"('Horror', 'Mystery')",84.0,5.6,,,,,False,False,False,True,True,1
,,Monster High: Haunted,11,7.0,2015,,,"('Animation', 'Family', 'Fantasy')",75.0,,,,,,True,False,False,False,True,1
,,3-Headed Shark Attack,15,3.8,2015,,,"('Science Fiction', 'Horror', 'Action')",90.0,,,,,,False,False,False,False,False,0
,,Navy Seals vs. Zombies,24,3.3,2015,3.3,2571.0,"('Horror', 'Action')",97.0,3.3,,,,,False,False,False,False,False,0
,,Wrecker,12,3.6,2015,3.4,2687.0,"('Horror', 'Action', 'Thriller')",83.0,3.5,,,,,False,False,False,False,False,0
,,The Escort,41,5.9,2015,6.0,14816.0,"('Drama', 'Comedy', 'Romance')",88.0,5.95,,,,,False,False,False,False,False,0
,,Martyrs,43,5.0,2015,4.0,7705.0,"('Drama', 'Horror', 'Thriller')",86.0,4.5,,,,,False,False,False,False,False,0
,,Uncanny,21,6.1,2015,6.2,6213.0,"('Drama', 'Science Fiction', 'Horror', 'Thriller')",91.0,6.15,,,,,False,False,False,False,False,0
,,Bad Hair Day,21,6.5,2015,,,"('Comedy', 'Adventure', 'TV Movie')",90.0,,,,,,False,False,False,False,False,0
5000000.0,,Area 51,82,4.4,2015,4.3,15834.0,"('Science Fiction', 'Horror', 'Thriller', 'Mystery')",91.0,4.35,6618045.42,,,,False,False,False,False,False,0
,,San Andreas Quake,60,3.7,2015,2.2,6923.0,"('TV Movie', 'Drama', 'Science Fiction', 'Adventure', 'Action')",90.0,2.95,,,,,False,False,False,False,False,0
6000000.0,,The Runner,35,4.8,2015,4.7,6176.0,"('Drama',)",90.0,4.75,7941654.5,,,,True,False,False,False,True,1
,,Advantageous,29,6.4,2015,6.1,6166.0,"('Drama', 'Science Fiction', 'Family')",92.0,6.25,,,,,True,False,False,False,True,1
,,Partisan,16,5.8,2015,5.8,4277.0,"('Drama', 'Thriller')",98.0,5.8,,,,,False,False,False,False,False,0
4400000.0,,R.L. Stine's Monsterville: The Cabinet of Souls,22,7.2,2015,,,"('Comedy', 'Horror')",85.0,,5823879.97,,,,False,False,False,False,False,0
10000000.0,17472.0,Strangerland,48,5.0,2015,5.2,10485.0,"('Drama', 'Mystery', 'Thriller')",111.0,5.1,13236090.83,23126.1,-99.82527998412051,-57134.427032660074,False,False,False,False,False,0
,,Ashby,104,5.9,2015,6.4,16501.0,"('Drama', 'Comedy', 'Romance', 'Crime')",102.0,6.15,,,,,False,False,False,True,True,1
,,Beautiful & Twisted,21,5.4,2015,,,"('Drama', 'Crime', 'Thriller')",90.0,,,,,,False,False,False,False,False,0
,,Ronaldo,80,6.5,2015,6.3,17740.0,"('Biography', 'Documentary', 'Sport')",92.0,6.4,,,,,False,False,False,False,False,0
,,Going Clear: Scientology and the Prison of Belief,186,7.8,2015,8.0,42210.0,"('Documentary',)",119.0,7.9,,,,,False,False,False,False,False,0
,,Zipper,30,5.5,2015,5.8,8310.0,"('Drama', 'Thriller')",103.0,5.65,,,,,False,False,False,False,False,0
,,War Pigs,26,4.9,2015,4.3,3807.0,"('Drama', 'War', 'Action')",92.0,4.6,,,,,False,False,False,False,False,0
,,Turbo Kid,136,6.6,2015,6.7,30886.0,"('Comedy', 'Adventure', 'Action', 'Science Fiction')",95.0,6.65,,,,,False,False,False,False,False,0
,,Barbie in Rock 'N Royals,17,6.3,2015,6.0,1646.0,"('Animation', 'Music', 'Musical', 'Family')",84.0,6.15,,,,,True,False,False,False,True,1
,,Circle,167,6.1,2015,6.0,71847.0,"('Drama', 'Science Fiction', 'Horror', 'Thriller', 'Mystery')",87.0,6.05,,,,,True,False,False,False,True,1
,16661077.0,Monkey Kingdom,39,6.3,2015,7.2,4310.0,"('Documentary', 'Animation')",81.0,6.75,,22052752.86,,,False,False,False,False,False,0
,,Joe Dirt 2: Beautiful Loser,23,4.2,2015,,,"('Comedy',)",107.0,,,,,,False,False,False,False,False,0
,,Minions: The Competition,16,5.9,2015,,,"('Animation',)",4.0,,,,,,False,False,False,False,False,0
,7449681.0,I'll See You in My Dreams,39,6.2,2015,6.7,9751.0,"('Drama', 'Comedy', 'Romance')",92.0,6.45,,9860465.44,,,True,False,False,True,True,2
,,Jesse Stone: Lost in Paradise,10,5.6,2015,,,"('Drama', 'TV Movie', 'Crime', 'Mystery')",87.0,,,,,,False,False,False,False,False,0
,494506.0,Steve Jobs: The Man in the Machine,110,6.2,2015,6.9,6741.0,"('Biography', 'Documentary')",129.0,6.550000000000001,,654532.63,,,False,False,False,False,False,0
,,Babysitter's Black Book,18,5.9,2015,,,"('Drama', 'TV Movie')",88.0,,,,,,False,False,False,False,False,0
,,The Ones Below,33,5.9,2015,6.1,11572.0,"('Drama', 'Thriller')",87.0,6.0,,,,,False,False,False,False,False,0
,,Tremors 5: Bloodlines,47,5.1,2015,,,"('Science Fiction', 'Horror', 'Action')",99.0,,,,,,False,False,False,False,False,0
2000000.0,2801508.0,Captive,55,5.7,2015,5.4,7471.0,"('Drama', 'Crime', 'Thriller', 'Biography', 'Action')",97.0,5.550000000000001,2647218.17,3708101.44,40.075399981105456,28.609877242193242,False,False,False,False,False,0
,,Terminus,39,4.6,2015,5.3,6406.0,"('Drama', 'Fantasy', 'Science Fiction', 'Thriller')",94.0,4.949999999999999,,,,,False,False,False,False,False,0
,,Andron,24,4.7,2015,2.7,3293.0,"('Science Fiction', 'Action')",100.0,3.7,,,,,False,False,False,False,False,0
,,How to Plan an Orgy in a Small Town,17,4.7,2015,5.5,3845.0,"('Drama', 'Comedy')",101.0,5.1,,,,,False,False,False,False,False,0
,70958.0,Freaks of Nature,78,5.6,2015,5.9,14314.0,"('Comedy', 'Science Fiction', 'Horror')",92.0,5.75,,93920.65,,,False,False,False,False,False,0
,,Reversal,54,5.4,2015,5.6,6656.0,"('Horror', 'Thriller')",80.0,5.5,,,,,False,False,False,False,False,0
,,Batman Unlimited: Monster Mayhem,30,6.1,2015,,,"('Animation', 'Family', 'Action')",81.0,,,,,,False,False,False,False,False,0
27000000.0,,The Lovers,22,4.6,2015,4.6,3566.0,"('Adventure', 'Romance', 'Action', 'Science Fiction')",109.0,4.6,35737445.25,,,,False,False,False,False,False,0
,,Holding the Man,43,7.9,2015,7.5,14020.0,"('Drama', 'Biography', 'History')",128.0,7.7,,,,,True,False,False,False,True,1
,,Harbinger Down,32,4.2,2015,4.6,7470.0,"('Science Fiction', 'Horror')",82.0,4.4,,,,,False,False,False,False,False,0
,,Batman Unlimited: Animal Instincts,39,5.8,2015,,,"('Animation', 'Family', 'Action')",78.0,,,,,,False,False,False,False,False,0
,,Entertainment,11,4.0,2015,5.7,3425.0,"('Drama', 'Comedy')",113.0,4.85,,,,,False,False,False,True,True,1
,,Meadowland,17,6.4,2015,5.8,4283.0,"('Drama', 'Thriller')",105.0,6.1,,,,,False,False,False,False,False,0
,643557.0,The Stanford Prison Experiment,135,6.8,2015,6.8,47750.0,"('Drama', 'Biography', 'History', 'Thriller')",122.0,6.8,,851817.89,,,True,False,False,False,True,1
,,The Girl King,12,6.1,2015,5.9,4686.0,"('Drama', 'Biography', 'Romance', 'History')",106.0,6.0,,,,,True,True,False,True,True,3
,,Bessie,21,5.9,2015,,,"('Drama', 'TV Movie', 'Music')",107.0,,,,,,False,False,False,False,False,0
,,The Atticus Institute,92,5.3,2015,5.5,9988.0,"('Horror',)",92.0,5.4,,,,,False,False,False,False,False,0
,,The Hoarder,24,4.2,2015,4.6,3229.0,"('Horror', 'Crime', 'Thriller')",86.0,4.4,,,,,False,False,False,False,False,0
,,I Smile Back,25,5.7,2015,6.2,6056.0,"('Drama', 'Romance', 'Mystery')",85.0,5.95,,,,,False,False,False,False,False,0
,,Oddball,15,6.1,2015,6.5,3414.0,"('Adventure', 'Family')",95.0,6.3,,,,,False,False,False,False,False,0
,2334228.0,Meru,42,6.9,2015,7.7,20261.0,"('Adventure', 'Documentary', 'Sport')",89.0,7.300000000000001,,3089605.38,,,False,False,False,False,False,0
,,Sanjay's Super Team,47,6.9,2015,,,"('Animation',)",7.0,,,,,,False,False,True,False,True,1
,3447633.0,Learning to Drive,44,5.9,2015,6.4,8522.0,"('Drama', 'Comedy', 'Romance')",105.0,6.15,,4563318.36,,,False,False,False,False,False,0
,,Christmas Eve,11,5.8,2015,5.0,2978.0,"('Comedy', 'Romance')",95.0,5.4,,,,,False,False,False,False,False,0
,,The Sisterhood of Night,25,6.6,2015,6.1,2319.0,"('Drama', 'Mystery', 'Thriller')",104.0,6.35,,,,,False,False,False,False,False,0
,,Sharknado 3: Oh Hell No!,68,4.5,2015,,,"('Science Fiction', 'TV Movie', 'Horror')",88.0,,,,,,False,False,False,True,True,1
,,12 Rounds 3: Lockdown,18,4.5,2015,5.1,4816.0,"('Action', 'Thriller', 'Crime')",90.0,4.8,,,,,False,False,False,True,True,1
,,Hitting the Apex,14,8.0,2015,8.1,4366.0,"('Documentary', 'Sport')",138.0,8.05,,,,,False,False,False,False,False,0
,4444.0,Club Life,12,6.3,2015,4.8,572.0,"('Drama',)",90.0,5.55,,5882.12,,,False,False,False,False,False,0
,,Cleveland Abduction,33,6.3,2015,,,"('Drama', 'Crime')",88.0,,,,,,False,False,False,False,False,0
5000000.0,4842699.0,90 Minutes in Heaven,24,5.7,2015,4.9,4694.0,"('Drama',)",121.0,5.300000000000001,6618045.42,6409840.38,-3.1460201129897962,-3.2482094351310513,False,False,False,False,False,0
,,Lavalantula,16,5.6,2015,,,"('Science Fiction', 'TV Movie', 'Horror')",83.0,,,,,,False,False,False,False,False,0
,,Unexpected,22,5.7,2015,5.8,3294.0,"('Drama', 'Comedy')",90.0,5.75,,,,,False,False,False,False,False,0
3500000.0,,Justice League: Throne of Atlantis,142,6.5,2015,,,"('Science Fiction', 'Animation', 'Action', 'Adventure')",72.0,,4632631.79,,,,False,False,False,False,False,0
,,Lady Chatterley's Lover,15,6.3,2015,,,"('Drama', 'Romance')",89.0,,,,,,False,False,False,False,False,0
,,The Wicked Within,17,4.1,2015,4.3,1356.0,"('Horror',)",91.0,4.199999999999999,,,,,False,False,False,False,False,0
,,Bridgend,10,5.7,2015,5.4,2728.0,"('Drama', 'Horror')",95.0,5.550000000000001,,,,,False,False,False,False,False,0
,,Backcountry,75,5.8,2015,6.0,26534.0,"('Drama', 'Adventure', 'Horror', 'Thriller')",92.0,5.9,,,,,False,False,False,False,False,0
700000.0,,Walter,12,5.2,2015,5.4,2149.0,"('Drama', 'Comedy')",87.0,5.300000000000001,926526.36,,,,False,False,False,True,True,1
500000.0,,Ratter,57,5.2,2015,4.8,11832.0,"('Drama', 'Horror', 'Thriller', 'Mystery')",80.0,5.0,661804.54,,,,False,False,False,False,False,0
,,An Inspector Calls,16,7.8,2015,,,"('Drama', 'Mystery', 'Thriller')",86.0,,,,,,False,False,False,True,True,1
,,The Survivalist,44,6.4,2015,6.4,19921.0,"('Drama', 'Science Fiction', 'Thriller')",104.0,6.4,,,,,False,False,False,False,False,0
,,Don't Grow Up,15,3.9,2015,4.6,1371.0,"('Drama', 'Science Fiction', 'Horror')",81.0,4.25,,,,,False,False,False,False,False,0
2000000.0,,Night Of The Living Deb,13,5.7,2015,5.6,4661.0,"('Comedy', 'Romance', 'Horror')",85.0,5.65,2647218.17,,,,False,False,False,False,False,0
,,No Stranger Than Love,13,4.1,2015,4.8,2534.0,"('Comedy', 'Romance')",89.0,4.449999999999999,,,,,False,False,False,False,False,0
,,The Hive,15,5.5,2015,5.1,2289.0,"('Science Fiction', 'Horror', 'Thriller')",89.0,5.3,,,,,False,False,False,False,False,0
,,Back in Time,69,5.8,2015,6.3,4471.0,"('History', 'Documentary', 'Family')",95.0,6.05,,,,,False,True,False,False,True,1
,,Nina Forever,27,4.8,2015,5.6,5458.0,"('Drama', 'Comedy', 'Romance', 'Horror')",98.0,5.199999999999999,,,,,False,False,False,False,False,0
,,Some Kind Of Hate,19,3.9,2015,4.6,2913.0,"('Drama', 'Horror', 'Thriller')",82.0,4.25,,,,,False,False,False,False,False,0
1000000.0,,The Dead Room,16,4.6,2015,4.8,4770.0,"('Horror', 'Thriller')",80.0,4.699999999999999,1323609.08,,,,False,False,False,False,False,0
,,Condemned,16,3.7,2015,3.7,1177.0,"('Horror',)",83.0,3.7,,,,,False,False,False,False,False,0
,,Night Owls,10,7.1,2015,6.2,2749.0,"('Drama', 'Comedy')",91.0,6.65,,,,,False,False,False,False,False,0
,,The Sand,10,3.9,2015,3.8,6629.0,"('Comedy', 'Science Fiction', 'Horror')",84.0,3.8499999999999996,,,,,False,False,False,False,False,0
,,Digging for Fire,35,4.9,2015,5.8,7068.0,"('Drama', 'Comedy')",83.0,5.35,,,,,False,True,False,False,True,1
,,Ten Thousand Saints,28,6.0,2015,5.9,6188.0,"('Drama', 'Comedy', 'Musical', 'Music')",113.0,5.95,,,,,False,False,False,False,False,0
,,From the Dark,22,6.1,2015,4.9,3769.0,"('Horror', 'Thriller')",90.0,5.5,,,,,False,False,False,False,False,0
20000000.0,,My All American,19,6.9,2015,7.2,8953.0,"('Drama', 'Biography', 'Sport')",118.0,7.050000000000001,26472181.67,,,,False,False,False,False,False,0
,,Hangman,14,3.9,2015,4.7,2938.0,"('Horror', 'Crime', 'Thriller')",85.0,4.3,,,,,False,False,False,False,False,0
,,Larry Gaye: Renegade Male Flight Attendant,12,5.3,2015,4.5,1654.0,"('Drama', 'Comedy', 'Fantasy')",99.0,4.9,,,,,False,False,False,False,False,0
600000.0,7087452.0,Grandma,81,5.6,2015,6.7,17810.0,"('Drama', 'Comedy')",78.0,6.15,794165.45,9381015.85,1081.2420006435686,91.5343342053942,False,False,False,False,False,0
,,Anarchy Parlor,15,5.6,2015,4.7,2669.0,"('Horror',)",98.0,5.15,,,,,False,False,False,False,False,0
,,Summer Camp,16,5.3,2015,5.1,4460.0,"('Horror',)",81.0,5.199999999999999,,,,,False,False,False,False,False,0
,,Backmask,46,4.6,2015,4.5,6473.0,"('Horror', 'Thriller', 'Mystery')",91.0,4.55,,,,,False,False,False,False,False,0
,,Already Tomorrow in Hong Kong,23,5.4,2015,6.4,6583.0,"('Comedy', 'Romance')",78.0,5.9,,,,,False,True,False,False,True,1
,,Those People,25,7.2,2015,6.5,6932.0,"('Drama', 'Romance')",89.0,6.85,,,,,False,True,False,False,True,1
,,Show Me a Hero,32,7.7,2015,,,"('History', 'Crime', 'Drama')",300.0,,,,,,False,False,False,False,False,0
,,Curve,40,4.4,2015,5.4,13705.0,"('Horror', 'Thriller')",86.0,4.9,,,,,False,False,False,False,False,0
7500000.0,,Pound of Flesh,42,5.4,2015,5.1,7405.0,"('Action', 'Thriller', 'Crime')",104.0,5.25,9927068.13,,,,False,False,False,False,False,0
,,Cyberbully,73,6.4,2015,,,"('Drama', 'Thriller')",62.0,,,,,,False,False,False,False,False,0
,,Final Girl,117,4.8,2015,4.7,17929.0,"('Drama', 'Horror', 'Action', 'Thriller')",90.0,4.75,,,,,False,False,False,False,False,0
,2642899.0,He Named Me Malala,36,5.3,2015,7.0,4892.0,"('Biography', 'Documentary')",87.0,6.15,,3498165.12,,,True,False,False,False,True,1
,,The Driftless Area,12,5.0,2015,5.3,2218.0,"('Romance', 'Drama', 'Comedy', 'Mystery', 'Crime')",95.0,5.15,,,,,False,False,False,False,False,0
,,Do You Believe?,30,7.4,2015,6.1,8628.0,"('Drama', 'Fantasy')",115.0,6.75,,,,,False,False,False,False,False,0
,,7 Days in Hell,87,6.4,2015,,,"('Comedy', 'TV Movie')",43.0,,,,,,False,False,False,False,False,0
,,Belli di papÃ ,21,6.1,2015,5.9,987.0,"('Comedy',)",100.0,6.0,,,,,False,False,False,False,False,0
,,Teen Beach 2,62,6.4,2015,,,"('Comedy', 'Music')",104.0,,,,,,False,False,True,False,True,1
1500000.0,,Full Out,15,7.2,2015,6.3,3165.0,"('History', 'Biography', 'Family', 'Drama')",94.0,6.75,1985413.63,,,,True,False,False,False,True,1
1500000.0,,Narcopolis,20,4.4,2015,4.4,1939.0,"('Science Fiction', 'Mystery', 'Thriller')",96.0,4.4,1985413.63,,,,False,False,False,False,False,0
,,Staten Island Summer,51,5.6,2015,5.6,7660.0,"('Drama', 'Comedy')",108.0,5.6,,,,,False,False,False,False,False,0
,,Safelight,13,5.8,2015,5.9,2191.0,"('Drama',)",84.0,5.85,,,,,False,False,False,False,False,0
,,Bad Roomies,16,5.1,2015,5.1,2628.0,"('Comedy',)",93.0,5.1,,,,,False,True,False,False,True,1
,,Close Range,41,5.0,2015,5.1,6038.0,"('Thriller', 'Crime', 'Action')",80.0,5.05,,,,,False,False,False,True,True,1
,,The Reconstruction of William Zero,14,5.1,2015,5.4,1231.0,"('Drama', 'Science Fiction', 'Mystery', 'Thriller')",98.0,5.25,,,,,False,False,False,False,False,0
,,Queen of Earth,33,5.6,2015,6.2,7304.0,"('Drama', 'Mystery', 'Thriller')",90.0,5.9,,,,,False,False,False,False,False,0
,161820.0,After the Ball,28,6.3,2015,5.8,3831.0,"('Comedy',)",101.0,6.05,,214186.42,,,False,False,False,False,False,0
,,A Christmas Detour,19,7.0,2015,,,"('Comedy', 'Romance', 'TV Movie')",84.0,,,,,,False,False,False,False,False,0
,,"What Happened, Miss Simone?",77,7.7,2015,7.6,15269.0,"('Biography', 'Documentary', 'Music', 'Musical')",101.0,7.65,,,,,True,False,False,False,True,1
,,Alex of Venice,19,6.1,2015,5.8,3498.0,"('Drama',)",86.0,5.949999999999999,,,,,False,False,False,False,False,0
,,The Eichmann Show,29,6.2,2015,,,"('Drama',)",90.0,,,,,,True,False,False,False,True,1
,,"People, Places, Things",47,6.6,2015,6.8,11479.0,"('Comedy', 'Romance')",85.0,6.699999999999999,,,,,False,False,False,False,False,0
,,"The Death of ""Superman Lives"": What Happened?",33,6.8,2015,7.1,4821.0,"('Science Fiction', 'Documentary')",105.0,6.949999999999999,,,,,False,False,False,False,False,0
,,Winter on Fire: Ukraine's Fight for Freedom,37,8.2,2015,8.3,21324.0,"('History', 'Documentary')",98.0,8.25,,,,,True,False,False,False,True,1
,,Ava's Possessions,14,6.1,2015,5.6,3483.0,"('Science Fiction', 'Horror', 'Thriller', 'Comedy', 'Mystery')",89.0,5.85,,,,,False,False,False,False,False,0
